bind,CertControlStore,CertOpenStore,closesocket,CoCreateInstance,CoCreateInstanceEx,CoGetClassObject,CoInitializeEx,CoInitializeSecurity,connect,ControlService,CopyFileW,CoUninitialize,CreateActCtxW,CreateDirectoryW,CreateProcessInternalW,CreateRemoteThreadEx,CreateThread,CreateToolhelp32Snapshot,CryptAcquireContextA,CryptAcquireContextW,CryptCreateHash,CryptDecodeObjectEx,CryptDecrypt,CryptEncrypt,CryptExportKey,CryptHashData,DeleteFileW,DeviceIoControl,DrawTextExA,DrawTextExW,EnumWindows,FindFirstFileExW,FindResourceA,FindResourceExA,FindResourceExW,FindResourceW,FindWindowA,FindWindowExA,FindWindowExW,FindWindowW,GetAdaptersAddresses,getaddrinfo,GetAddrInfoW,GetAsyncKeyState,GetBestInterfaceEx,GetComputerNameA,GetComputerNameW,GetCursorPos,GetDiskFreeSpaceExW,GetDiskFreeSpaceW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileType,GetFileVersionInfoExW,GetFileVersionInfoSizeExW,GetFileVersionInfoSizeW,GetFileVersionInfoW,GetForegroundWindow,GetKeyboardState,GetKeyState,GetNativeSystemInfo,GetShortPathNameW,getsockname,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemInfo,GetSystemMetrics,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryA,GetSystemWindowsDirectoryW,GetTempPathW,GetTimeZoneInformation,GetUserNameA,GetUserNameExW,GetUserNameW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GetVolumePathNameW,GlobalMemoryStatus,GlobalMemoryStatusEx,HttpOpenRequestA,HttpQueryInfoA,HttpSendRequestA,HttpSendRequestW,InternetCloseHandle,InternetConnectA,InternetCrackUrlA,InternetCrackUrlW,InternetGetConnectedState,InternetOpenA,InternetQueryOptionA,InternetReadFile,InternetSetOptionA,ioctlsocket,IsDebuggerPresent,IWbemServices_ExecQuery,LdrGetDllHandle,LdrGetProcedureAddress,LdrLoadDll,LdrUnloadDll,LoadResource,LoadStringA,LoadStringW,LookupAccountSidW,LookupPrivilegeValueW,Module32NextW,MoveFileWithProgressW,NetShareEnum,NtAllocateVirtualMemory,NtClose,NtCreateFile,NtCreateKey,NtCreateMutant,NtCreateSection,NtCreateThreadEx,NtDelayExecution,NtDeleteKey,NtDeviceIoControlFile,NtDuplicateObject,NtEnumerateKey,NtEnumerateValueKey,NtFreeVirtualMemory,NtGetContextThread,NtMapViewOfSection,NtOpenDirectoryObject,NtOpenFile,NtOpenKey,NtOpenKeyEx,NtOpenMutant,NtOpenProcess,NtOpenSection,NtOpenThread,NtProtectVirtualMemory,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryFullAttributesFile,NtQueryInformationFile,NtQueryKey,NtQuerySystemInformation,NtQueryValueKey,NtReadFile,NtReadVirtualMemory,NtResumeThread,NtSetContextThread,NtSetInformationFile,NtSetValueKey,NtSuspendThread,NtTerminateProcess,NtUnmapViewOfSection,NtWriteFile,NtWriteVirtualMemory,OleInitialize,OpenSCManagerA,OpenSCManagerW,OpenServiceA,OpenServiceW,OutputDebugStringA,PRF,Process32FirstW,Process32NextW,ReadProcessMemory,recv,RegCloseKey,RegCreateKeyExA,RegCreateKeyExW,RegDeleteKeyA,RegDeleteKeyW,RegDeleteValueA,RegDeleteValueW,RegEnumKeyExA,RegEnumKeyExW,RegEnumKeyW,RegEnumValueA,RegEnumValueW,RegOpenKeyExA,RegOpenKeyExW,RegQueryInfoKeyA,RegQueryInfoKeyW,RegQueryValueExA,RegQueryValueExW,RegSetValueExA,RegSetValueExW,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,select,send,SendNotifyMessageW,SetEndOfFile,SetErrorMode,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,setsockopt,SetStdHandle,SetUnhandledExceptionFilter,SetWindowsHookExW,ShellExecuteExW,SHGetFolderPathW,SHGetSpecialFolderLocation,shutdown,SizeofResource,socket,Thread32Next,timeGetTime,UuidCreate,WriteConsoleA,WriteConsoleW,WriteProcessMemory,WSARecv,WSASend,WSASocketW,WSAStartup,unique_domains_contacted,ransomware_signatures_detected,dropped_files_count,HKEY_LOCAL_MACHINE\SOFTWARE\MICROSOFT\Cryptography\,HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\MUI\Settings,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\crypt32,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Nls\,HKEY_LOCAL_MACHINE\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\OLE,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet Settings\,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet Settings\,HKEY_LOCAL_MACHINE\SOFTWARE\MICROSOFT\Cryptography\.1,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\services\crypt32\,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\services\Tcpip\Parameters\,HKEY_LOCAL_MACHINE\Software\Microsoft\Rpc\,HKEY_CURRENT_USER\Software\Microsoft\RestartManager,HKEY_LOCAL_MACHINE\SYSTEM\Setup\OOBEInProgress,HKEY_LOCAL_MACHINE\SYSTEM\Setup\SystemSetupInProgress,Label
0,0,0,0,393,0,5,353,0,0,0,0,353,20,290,2,0,6,0,0,0,0,0,0,0,0,0,18,40,128,4371,120,11,12,0,93,110,0,0,0,4,0,0,0,0,0,1,8,1760,10,0,15,6304,3,97,425,42,0,2,2,2,2,585,780,44149,2,0,0,1876,7,5,102256,816,1875,1882,0,43,2,3,2,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1973,2237,73,244,206,96,291,321,4,0,0,4,341,13600,2555,19,288,141,0,1842,1,0,157,0,276,240,0,256,0,4158,296,9013,3,470,7,0,6,135,345,0,2175,13807,21,4590,737,6,0,0,1916,47,0,6,218,2920,0,0,0,1,0,1,0,0,0,0,0,0,2718,41,2,2,0,0,0,0,26,490,0,4,55,2899,0,0,73,4398,60,1,3,0,49,0,0,44,1876,117,0,0,3855,41,1875,0,0,0,2,1,153,0,0,69,0,0,10,10,0,0,0,0,0,0,0,7,0,6,0,0,0,8,6958,0,0,0,46,0,0,0,0,10,0,0,3,6,0
0,0,0,0,446,0,4,109,0,0,0,0,97,18,60,6,0,3,0,0,0,0,0,0,0,0,0,10,7,0,1110,70,28,0,0,139,57,0,0,0,3,0,0,0,0,0,0,6,562,4,0,6,1114,2,33,127,28,0,0,0,3,3,196,24,1815,7,0,0,0,286,16,9618,289,0,545,3,20,0,3,4,4,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,364,910,139,57,182,0,453,44,2,0,262,1,138,4424,512,0,94,86,1,248,0,10,126,0,110,80,0,1168,0,337,163,4403,6,217,7,0,58,66,122,0,36,6826,11,2001,594,6,1,0,3,2,0,11,1129,1324,0,2,0,1,0,0,0,0,0,0,0,0,635,0,73,0,3,0,5,0,26,104,0,5,4,874,0,1,0,1195,0,86,0,2,20,0,0,15,263,362,0,0,546,0,262,0,0,3,0,3,119,0,0,29,0,0,4,8,0,0,0,0,0,0,0,1,0,1,0,0,0,29,2453,0,0,0,46,0,0,0,0,0,0,91,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,27,0,0,21,4,0,0,59,15,3,12,4,0,4,0,0,0,0,0,0,0,0,0,120,0,0,34,27,7,1,0,19,12,0,0,0,0,20,0,10,0,10,0,0,578,0,0,716,7,0,0,3,0,5,0,0,6,6,86,186,7484,2,0,0,0,4,12,17168,145,0,19,1,0,0,0,4,6,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,191,697,141,43,26,0,17,2,3,0,58,0,144,1030,80,0,18,11,0,458,0,170,28,0,0,58,0,29,0,26,53,17,2,186,6,1,0,3,8,0,4,20,8,46,124,0,0,0,6,0,0,12,30,374,0,0,0,2,0,2,0,0,0,0,268,0,280,22,28,0,4,0,6,0,62,2,0,6,38,276,0,4,51,180,21,18,1,1,0,0,0,2,2,0,0,0,116,0,0,0,0,11,2,2,35,0,0,16,0,0,0,12,0,0,0,0,0,0,9,1,2,59,0,0,0,19,38,0,7,0,21,26,0,0,0,30,1,0,0,0,0
0,0,0,0,264,0,0,108,1,0,0,0,101,7,1,0,0,6,0,0,1,0,0,0,0,0,0,1,21,0,2335,0,23,0,0,110,105,0,0,0,1,0,0,0,0,0,0,1,84,0,0,9,70,0,52,0,20,1,0,0,0,0,187,79,2587,0,0,0,0,20,2,15165,297,0,5,1,10,0,0,0,4,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,666,110,159,211,0,744,64,0,0,0,0,209,1259,239,0,9,102,0,165,0,0,76,0,0,49,0,173,0,88,132,0,4,200,25,0,0,77,368,0,70,2,4,59,60,0,0,0,0,3,0,0,160,0,0,3,0,1,0,1,0,0,0,0,0,0,1643,0,31,0,0,0,2,0,26,577,0,42,169,2502,0,14,6,3917,0,15,0,0,70,0,0,0,0,62,0,0,4,7,0,0,0,1,11,0,96,3,0,70,0,0,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,6,8338,0,0,0,48,0,0,0,0,0,3,0,0,0,0
0,0,0,0,1,0,0,2,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,144,2,0,0,0,67,6,0,0,0,0,0,0,0,10,0,0,0,76,0,0,0,8,0,1,2,1,6,0,0,0,0,3843,0,109,1,0,0,0,3,7,854,35,0,6,3,1,0,0,2,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,139,41,11,70,0,8,1,0,0,0,0,161,226,21,0,3,4,1,7886,0,0,7,26,0,12,0,9,0,9,15,176,1,1,4,0,0,7,14,0,8,228,1,128,68,0,1,0,8,0,0,0,5,6,0,0,0,1,0,0,0,0,1,39,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,95,8,1,0,0,1,0,0,1,0,0,4,0,0,9025,0,0,0,0,0,0,0,0,1,0,3,0,0,0,7,0,0,0,0,42,0,0,0,0,0,0,0,3,3,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,8,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,2,0,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,273,22,1,20,0,7,0,0,0,0,0,32,41,2,0,0,1,0,0,0,0,0,0,0,12,0,4,0,2,19,0,1,0,3,0,0,0,0,0,1,0,0,11,38,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,26,0,0,0,3,27,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,8,162,0,7,373,1,9,0,0,363,13,33,4,0,19,0,0,1,0,0,0,0,0,0,22,7,172,1537,218,215,43,9,344,24,0,0,2,3,2,10,0,3,0,0,5,267,5,0,25,277,5,54,63,64,133,0,0,5,5,199,274,2452,23,23,9,18,26,32,13973,479,12,87,11,5,1,0,3,19,40,9,4,4,0,129,0,10,21,0,16,9,2,0,60,13,105,8,0,0,227,2138,343,111,401,162,339,0,0,0,0,2,17541,3263,482,1,35,115,2,3303,2,67,228,0,2,17298,0,333,0,77,956,578,23,227,58,4,73,37,275,0,51,894,5,2428,2663,3,9,0,3,17,0,9,291,1317,0,6,6,4,6,4,3,0,0,0,30,74,3408,260,395,1,26,6,12,51,253,63,55,50,753,3218,0,31,537,3331,276,385,10,0,21,53,29,28,41,153,101,11,573,1,88,41,0,24,5,3,179,23,2,52,9,0,0,10,0,0,0,0,0,0,0,4,0,75,0,0,3,752,3513,3,0,0,93,1198,90,0,3,14,75,0,9,13,0
0,0,0,0,178,0,2,244,0,0,0,0,234,11,20,2,0,0,0,0,0,0,0,0,0,0,0,19,7,150,777,44,15,12,0,75,73,0,0,0,5,0,0,0,0,0,1,4,705,11,0,19,350,4,68,260,47,1,2,2,2,2,172,12,1774,2,0,0,27,3,4,7222,599,26,34,0,20,2,0,0,4,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,98,352,84,94,105,96,94,267,0,0,0,2,129,4041,376,7,155,70,0,49,1,0,147,0,114,74,0,205,0,342,173,2383,2,331,9,1,6,17,294,0,223,3697,4,1587,397,0,0,0,25,20,0,6,179,309,0,0,0,0,0,0,0,0,0,0,0,0,836,1,5,2,0,0,0,0,52,376,0,0,18,1067,0,0,19,2603,20,0,3,0,5,0,0,26,25,91,0,0,116,1,24,0,0,1,3,0,134,0,0,30,0,0,5,5,0,0,0,0,0,0,1,1,0,4,0,0,0,8,7004,0,0,0,62,6,0,0,0,0,0,0,3,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,208,0,2,278,0,0,0,0,288,11,19,2,0,3,0,0,0,0,0,0,0,0,0,19,8,0,591,30,6,0,0,53,21,0,0,0,1,0,0,0,0,0,0,6,723,11,0,20,400,4,61,251,34,4,3,3,4,4,187,135,9890,4,1,0,0,51,127,24788,569,0,89,0,25,0,0,3,4,8,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,198,765,118,121,66,0,273,279,1,0,38,4,377,3922,327,8,154,67,0,483,2,0,132,10,58,125,0,188,1,342,96,2563,4,278,9,0,86,31,195,0,199,3913,15,1985,500,0,2,0,40,23,0,6,165,243,0,1,0,0,0,0,0,0,0,0,0,0,656,0,5,0,2,0,0,0,48,159,0,7,6,851,0,1,1,1413,0,19,0,3,5,0,0,18,40,160,0,0,109,40,39,0,0,1,0,0,131,0,0,12,0,0,7,11,0,0,0,0,0,0,0,1,0,4,0,0,2,10,2220,2,0,0,42,0,0,0,5,0,0,0,0,3,0
0,0,0,0,35,0,0,110,0,0,0,0,118,5,8,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,121,17,0,0,4,21,4,0,0,0,2,0,0,0,0,0,0,1,443,1,0,6,47,1,19,38,12,0,0,0,0,0,106,192,11183,1,0,0,0,4,1,25762,150,0,9,3,0,0,0,0,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,236,43,44,27,0,8,6,0,0,0,2,520,1719,136,7,22,30,0,454,1,0,32,0,48,423,0,41,0,31,77,1441,1,60,7,0,2,10,55,0,30,2308,1,1089,13582,0,0,0,2,16,0,3,32,35,0,0,0,0,0,0,0,0,0,0,0,0,495,0,1,0,0,0,0,0,26,50,0,0,6,578,0,0,3,1064,0,0,0,0,1,0,0,4,0,38,0,0,8083,2,32,0,0,0,0,0,13,0,0,3,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,7,2213,4,0,0,42,0,0,0,0,0,0,0,3,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,41,0,0,43,0,0,0,0,50,4,99,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,304,45,42,0,6,18,0,0,10,0,2,0,0,0,0,0,0,0,131,6,0,10,153,0,24,3,18,36,0,0,0,0,168,24,2518,2,0,0,0,7,0,7675,206,0,17,2,0,0,0,0,8,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,283,96,52,22,0,10,0,0,0,0,0,606,1573,220,0,6,25,0,80,0,0,35,0,52,314,0,55,0,274,132,41,3,605,20,0,1,8,268,0,269,45,30,142,6149,6,0,0,25,4,0,3,45,2892,0,3,0,0,0,0,0,0,0,0,2492,0,784,0,0,0,0,0,0,0,26,222,0,2,37,1098,0,1,18,4560,0,0,0,0,1,0,0,3,0,26,0,0,30,2,15,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,10,11,11719,7,0,0,69,0,0,0,10,0,0,0,5,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,120,0,4,125,0,0,0,0,110,10,11,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,188,8,0,0,0,59,87,0,0,0,2,0,0,0,0,0,0,2,0,10,0,4,62,0,18,401,14,0,14,14,2,2,12,0,338,0,0,0,0,6,3,2544,245,0,1,0,20,0,3,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,147,45,33,143,0,126,4,2,0,0,0,86,3872,240,22,152,98,0,6,0,0,59,102,204,23,0,113,1,33,102,4031,3,183,19,0,0,95,89,0,15,5874,6,3676,38,0,0,0,3,26,0,0,64,16,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,171,0,0,0,33,0,0,0,6,0,0,0,0,40,0,0,1,0,51,0,0,0,0,0,0,0,1,0,0,40,0,0,47,0,0,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,4,0,0,52,0,0,0,0,0,0,0,0,3,0
0,0,0,0,7,0,0,6,1,0,0,0,5,2,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,35,0,11,0,0,7,4,0,0,0,2,0,0,0,50,0,0,0,178,0,0,31,10,6,5,0,1,2,0,0,1,1,43,0,380,1,0,0,0,11,8,238,13,0,10,2,200,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,781,46,4,9,0,6,0,0,0,0,0,377,150,42,0,2,9,1,1,0,0,9,0,0,27,0,18,0,0,66,0,1,1,16,1,772,0,4,0,0,0,0,60,12,0,2,0,0,2,0,0,7,1,0,1,0,1,0,1,0,0,0,0,0,0,115,0,0,0,0,0,0,0,26,2,0,2,1,163,0,1,0,185,0,0,0,0,0,0,0,0,0,74,1,0,0,8,0,0,0,1,2,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,52,157,0,0,0,42,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,29,0,0,172,0,0,0,0,181,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,159,6,30,0,5,16,0,0,4,0,0,0,0,0,0,0,0,2,431,4,0,11,7,2,38,1,30,0,0,0,1,1,253,282,18867,0,0,0,0,3,2,44045,234,0,4,1,0,0,0,0,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,185,47,15,19,0,9,0,0,0,0,1,100,764,178,1,2,22,0,671,1,0,38,0,2,108,0,62,0,25,79,327,4,55,15,0,22,126,242,7,24,393,1,507,801,0,0,0,1,12,0,0,55,661,0,2,0,0,0,0,0,0,0,0,0,0,757,5,1,0,0,0,0,0,26,140,0,2,10,961,0,1,4,2667,5,0,0,0,0,0,0,8,0,145,0,0,89,2,20,0,0,0,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,5,7168,0,0,0,45,6,0,0,0,0,0,0,3,3,0
0,0,0,0,3,0,0,9,0,0,0,0,18,2,13,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,112,26,2,0,0,29,7,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,13,0,0,6,0,0,0,0,3,3,176,300,24922,1,0,0,0,2,3,57743,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,284,40,21,31,0,93,0,0,0,0,0,36,322,13,0,2,9,0,709,0,4,9,0,0,22,0,21,0,1,33,175,1,20,3,0,6,12,4,0,0,175,0,29,394,0,0,0,0,0,0,6,19,4,0,1,0,0,0,0,0,0,0,0,0,0,66,0,9,0,1,0,3,0,26,2,0,3,2,101,0,1,0,150,0,3,0,3,0,0,0,3,1,19,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,8,272,0,0,0,21,0,0,0,0,0,0,57,0,0,0
