Z1,Z2,Z3,Z4,Z5
1.4816104,-0.19193807,-1.0118822,-1.1837729,-0.14908454
1.48818,-0.19829932,-1.0130459,-1.226428,-0.11495937
1.4231249,-0.26796168,-1.0139173,-1.1317233,-0.0811603
1.4832448,-0.1896719,-1.0084879,-1.1983244,-0.13572222
1.2503915,-0.19055295,-0.9438016,-1.1104386,-0.06105206
-9.256596,6.7592797,6.9984794,2.3933666,-2.424995
-1.9365629,0.69842803,1.7196329,0.673098,-1.5208479
-0.592769,2.464523,-1.8459297,-7.0327625,-18.695671
5.2307963,-0.58841527,0.50624615,4.5137267,0.09353741
-3.2318728,9.236617,8.8648,2.0288649,-6.708139
0.78701067,-1.4833047,-2.6170948,-0.389972,-1.2179329
-4.057196,2.1765468,2.7519548,6.3925734,3.3470101
1.0245212,-0.1633445,-0.9009702,-0.9030063,0.048103027
1.4837445,-0.19387263,-1.0071626,-1.2215683,-0.112654544
-0.64589083,1.8780606,0.820618,5.2733846,5.376494
-5.1300035,-1.3873558,18.357998,22.206306,-10.08243
1.221364,-0.17641756,-0.87093556,-0.94341695,-0.00033134967
-8.904682,4.8878884,6.859665,4.5315523,-0.10364989
-1.4476923,2.0292184,0.86400324,6.074836,5.9422555
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-5.70304,5.3077197,15.028266,36.01083,-11.376122
1.4816104,-0.19193807,-1.0118822,-1.1837729,-0.14908454
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
0.5325649,-0.12443018,-0.6988131,-0.41409823,0.11488833
-5.0254745,1.9664464,-1.4851784,-10.602665,-8.204537
-7.5381694,3.2194762,4.0847697,9.140667,0.31136766
-5.8484607,3.0408719,2.873158,4.6376925,-2.3125417
-4.40945,4.2488093,2.7301416,11.840605,8.809291
-15.921596,17.903257,10.50374,15.135144,0.016377173
-2.9128847,26.094418,7.635498,55.70717,-3.3752215
-6.1303015,8.396382,3.7721524,6.92229,-2.4360714
-7.952269,1.0337282,4.794185,6.171242,0.73797816
6.8694777,-8.788808,38.69164,41.622852,-24.945995
-5.9723268,1.9748118,3.3850071,5.757467,1.4049532
-43.61886,-39.501785,30.117195,10.938305,1.8680322
-11.914232,11.386895,9.009798,2.104857,-3.331032
1.4845191,-0.1923896,-1.0092854,-1.2225347,-0.11110199
-10.728904,1.7649131,7.7360325,12.47184,2.5342605
5.427688,-0.6546898,0.81866264,4.6478353,0.11889323
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
0.7376487,-0.4270442,-1.208882,-1.5566155,-0.86630446
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-8.179629,1.6388494,5.407505,7.153387,1.9458865
-1.7407618,0.8144405,0.8663411,-0.08453614,-0.93055266
-6.900559,2.778112,3.9191983,6.463837,0.42079744
-1.0509017,-22.41145,-3.230387,104.17474,-5.171857
1.4816104,-0.19193807,-1.0118822,-1.1837729,-0.14908454
1.3733681,-0.16572973,-0.92413753,-0.96800625,-0.021049269
0.21731767,-18.120821,-12.576499,14.092292,7.445763
-12.037819,11.706431,9.28316,2.3684182,-3.288756
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.3273139,-0.17709282,-0.88504046,-1.0277323,0.0075647756
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
3.9862995,18.028206,-7.4428573,-0.8005158,7.9635434
0.46658984,-0.6618619,-0.816131,-1.2638128,-0.45248935
-13.5487795,7.407177,9.190482,6.6783876,-0.1803365
8.866514,-0.094978094,1.1872174,13.045963,0.092388354
1.4816104,-0.19193807,-1.0118822,-1.1837729,-0.14908454
-32.364155,15.234598,1.9147117,27.815554,-73.59866
-3.3115416,2.6865828,2.394779,0.3789027,-1.2248247
-11.716137,11.229939,9.052727,2.9940543,-3.1918766
1.4941636,-0.19509318,-1.0153629,-1.233337,-0.11383722
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.1559099,-0.14788222,-0.911791,-0.97601414,0.012775473
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-0.526434,1.910802,0.6750916,4.996082,5.1298475
6.0024123,-1.2123666,1.0793205,8.3631115,-0.008289851
30.478249,6.875289,42.01151,63.839493,-25.983305
-4.2859087,2.8488915,1.6522888,6.828618,-2.1464076
9.972308,0.34541047,3.126457,16.099504,-1.7903476
-15.126023,23.191177,-20.570446,25.122007,-16.819117
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-0.53904516,1.9151453,0.63727224,5.0049424,5.1046095
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
4.497324,-0.10373634,-3.6411982,1.1758293,-1.7035588
-15.366332,17.76012,10.112765,14.664608,0.28999564
-0.5367155,1.9081479,0.6344673,5.0287066,5.1039963
-5.225368,3.578069,0.14597496,5.6565924,-0.15660363
-1.0048889,-45.906105,86.24103,75.79436,-27.89218
-1.7744931,0.86604965,0.8904512,-0.10997217,-0.95625156
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.445867,-0.19482684,-0.99663985,-1.1514325,-0.07991693
1.46923,-0.17108068,-1.0690225,-1.1615496,-0.11400118
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-2.1254132,2.491287,1.3087233,7.3834343,6.9884377
1.4837445,-0.19387263,-1.0071626,-1.2215683,-0.112654544
-9.153391,5.3113832,2.056055,9.306335,-0.5673062
7.4550567,0.4446658,1.243917,11.19132,-1.764553
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.460843,-0.21101186,-1.014469,-1.2189783,-0.11546744
1.4941636,-0.19509318,-1.0153629,-1.233337,-0.11383722
-5.315393,0.6151325,3.2998598,4.121974,-2.0360303
-10.5370245,0.11708975,17.83052,29.478851,-17.841665
0.4697335,-0.123213574,-0.6171433,-0.39398965,0.15025675
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.2935809,-0.33932203,-1.0971379,-1.2707986,-0.12545508
1.4227296,-0.2684221,-1.0144777,-1.1322113,-0.08077959
38.968296,-26.04139,13.705716,44.538067,8.0233135
1.4815899,-0.21809134,-1.0581708,-1.1919613,-0.118184246
-14.724446,14.53058,12.004479,1.015829,-3.0065
-0.5908194,1.9258385,0.71239007,5.0777845,5.182277
1.4816104,-0.19193807,-1.0118822,-1.1837729,-0.14908454
-11.442453,3.524647,-1.8568516,-18.894798,-14.663646
5.583144,2.1726496,21.078169,25.468777,3.0422084
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
6.63761,4.901754,1.1184522,15.276724,-2.949754
1.4837445,-0.19387263,-1.0071626,-1.2215683,-0.112654544
-2.2241778,2.482451,1.3986999,7.1907005,6.515897
-5.2660193,1.5228391,2.2001615,4.854952,-0.18677512
-5.6399264,3.0641134,2.9047043,5.2897425,0.22160408
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-7.13522,2.20462,-1.5731825,-12.118194,-9.364331
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-16.963818,17.76035,14.809649,-1.3610526,-3.6245804
-3.3757496,2.7535164,2.4595525,0.37435994,-1.2454741
-2.5968957,-0.27910513,-1.4892869,7.002769,-1.35779
1.3604234,-0.19972539,-0.8787442,-1.0256665,-0.044754304
1.0764302,-0.1741949,-0.8815173,-0.94804955,0.01970639
1.4567859,-0.20631963,-1.055799,-0.96456456,-0.04749445
-1.5040861,2.4914281,-0.15777057,2.6319485,-0.41451755
1.482881,-0.21563542,-1.0260437,-1.2373862,-0.12979347
-32.514503,13.786992,27.914604,-14.655441,-67.52932
0.9940765,0.8101573,-2.0756085,-0.3801861,0.5436375
-2.0452287,0.99103534,1.0389975,0.41262373,-1.7497051
-1.4406813,2.0306687,0.84544665,6.0880976,5.96708
1.2913393,-0.08187875,-0.82523584,-0.973997,-0.12435355
-24.990292,13.5502405,0.5052526,22.301857,-56.668266
96.38919,-36.680233,22.022816,67.37153,-85.225815
0.6713394,0.29070142,-0.41738516,-0.6984085,-0.0650335
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-9.729535,-0.7176139,0.16183126,8.430237,-2.1866403
9.934944,7.608218,2.6991603,19.755646,-2.5702205
-7.883948,2.9013958,5.4832153,7.08754,-0.10046045
-5.573855,2.6602867,1.1497895,5.712078,-1.7941983
-0.6863309,-0.28786588,5.2531056,13.981219,4.246314
-2.460549,1.358012,1.8352144,6.0438547,3.1654098
1.2935809,-0.33932203,-1.0971379,-1.2707986,-0.12545508
0.38157845,-0.2796636,-0.62694925,-1.2091144,-0.5469171
-4.5551124,1.627084,3.3081715,2.7171793,-0.83826536
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-2.1711152,1.2337179,1.7815471,0.3884682,-1.6145582
1.416364,-0.1975084,-0.9814698,-1.2180701,-0.1319555
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-14.049498,10.265788,7.0652094,17.71949,-20.577578
1.3044616,0.009547558,-0.98142385,-0.81986743,0.05204829
1.4809517,-0.2236847,-1.036163,-1.2349454,-0.14097804
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-12.338696,11.621009,9.440237,2.6640499,-3.1290932
0.2308717,-0.540274,-0.9779947,-1.4545232,-0.6219033
-6.641236,4.671686,-0.62833226,7.0373807,-3.1912246
-13.971027,7.7024446,9.597974,7.490327,0.0036103353
-16.720417,18.183245,10.7560425,15.34535,-0.03161291
-6.9624343,1.5881547,4.4934235,5.535369,1.0128452
1.4941636,-0.19509318,-1.0153629,-1.233337,-0.11383722
-5.8659205,-6.909229,2.7890139,3.1136599,3.4047232
-8.608891,0.25209606,6.013869,7.920683,-2.8258696
-4.6627727,1.9435928,-1.3917538,-10.089184,-7.838271
1.2022475,-0.17560449,-0.8632091,-0.95752156,0.020698749
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-1.0464271,-6.3628616,26.47351,44.400703,-29.652029
-8.189825,2.132543,4.5340266,7.079918,-0.39036313
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-5.6761374,2.486811,2.6523433,5.9754543,1.0555716
-2.3271163,2.076062,0.5264827,1.4615546,-0.12374177
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-4.5974164,1.7707281,3.2191932,1.909596,-2.6113503
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-1.5200436,2.0436072,0.942344,6.290124,6.1273785
0.9358974,-2.2771566,-1.6027789,0.7747482,-0.3109657
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-6.3162503,3.5282319,0.62147534,5.553442,-2.848944
-0.6848214,1.1031967,-0.27141201,0.8138365,-0.015697367
-12.80031,15.187145,-6.974978,1.1762544,-21.053108
-5.453338,1.1232692,2.4993482,5.264494,-0.16939738
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-1.3233348,0.45486045,0.38657248,0.5037663,-0.028355852
1.4787275,-0.177926,-1.0141866,-1.1708866,-0.093935795
1.4787766,-0.20762748,-1.0228724,-1.2108967,-0.13931885
-2.080427,1.128846,1.6429517,0.40876743,-1.4370309
-13.14801,12.310163,9.8838825,3.3140771,-3.2710333
-0.75373936,-29.670418,-12.305379,-1.4065543,-8.174598
1.4226665,-0.26841408,-1.0145143,-1.132229,-0.08073699
1.4623059,-0.21097305,-1.0127606,-1.2168771,-0.14269674
1.2852448,-0.15885088,-0.8373735,-0.8830461,-0.014837988
-7.8566475,-2.3433995,15.619988,26.568981,-21.671093
-7.9611077,4.2116957,0.30559203,6.5609636,-2.3556697
0.003116794,0.81433153,-1.5285985,-1.4719932,-0.17950478
0.07619117,-0.47515905,-0.5682826,-0.31960788,0.10187904
-0.6923695,1.8890079,0.9030862,5.370455,5.4740496
1.4837445,-0.19387263,-1.0071626,-1.2215683,-0.112654544
3.2147436,-0.29897827,-2.550749,0.24943456,-0.77624047
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-13.545767,7.7393756,9.304607,6.851145,-0.1507571
1.0153663,-0.16569611,-0.8999673,-0.90480256,0.05775466
-13.079242,7.6218085,9.05791,6.9342117,-0.07597331
-8.936251,2.1554325,4.616371,6.8247695,0.16920957
-1.6502975,2.070755,1.0475326,6.315814,6.0546665
-0.32445657,0.35082167,-0.16616946,0.39020163,0.24627742
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
0.502195,-0.5939899,-0.7747071,-1.1736267,-0.31744754
-2.4858675,2.7507262,5.535086,2.5398197,-6.070813
-11.230598,1.9618976,8.360605,13.643835,3.5724962
-5.3326583,3.3595335,0.9971651,5.499645,-1.879748
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-3.29342,0.78105,1.6335322,1.1515224,-0.54255694
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-2.4683502,0.042667504,0.5091829,2.4826226,-1.071213
1.4869688,-0.20792809,-1.0272804,-1.2346348,-0.123720266
-5.9345956,2.2105715,3.2753334,5.1980286,0.6075806
-13.041927,7.4452577,8.843606,6.0568285,-0.44688037
1.5056766,-0.22333544,-1.1010207,-1.2051893,-0.13031599
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-10.988718,0.80879426,18.762367,30.073292,-15.1608
1.4837445,-0.19387263,-1.0071626,-1.2215683,-0.112654544
4.753098,4.1384845,1.4126569,9.752203,-0.985333
-2.5330865,1.5225158,0.81097484,0.25599322,-1.9041858
1.2935811,-0.33932203,-1.0971379,-1.2707986,-0.12545499
-3.2671351,-4.9956045,-2.1391091,-4.148685,-3.2226489
-11.963393,11.352556,9.003857,2.350737,-3.2786174
-15.020636,14.745887,12.064088,0.3002409,-3.3186922
-10.092127,-7.5870967,-1.3494823,-5.4561687,-13.851405
-0.986025,1.4141898,-2.2370703,2.4435616,-1.1554732
-4.0539365,4.1886277,2.7355294,11.196423,8.541312
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4837445,-0.19387263,-1.0071626,-1.2215683,-0.112654544
-4.464975,4.090428,2.9636781,11.676189,8.908775
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4818398,-0.21148753,-1.0490386,-1.1618505,-0.111318834
-5.137412,5.341334,2.7112763,12.840187,8.531714
-10.472449,12.550574,-6.961604,-1.1214303,-19.114681
27.106302,25.27153,17.422838,69.25561,-12.195725
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4845191,-0.1923896,-1.0092854,-1.2225347,-0.11110199
-2.537553,1.4914123,0.75536805,0.26887092,-1.8477229
-3.0796375,2.4470723,0.6008194,3.7927003,-0.52878207
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4828063,-0.21582738,-1.0262253,-1.2370844,-0.12968403
35.50601,-25.10564,11.472882,41.43643,8.496896
-2.1742764,1.8831267,0.23296833,2.3059974,-0.49128202
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4816104,-0.19193807,-1.0118822,-1.1837729,-0.14908454
1.471495,-0.20402563,-1.0706576,-1.0934182,-0.3312938
-15.985129,17.986252,10.556145,15.313544,0.32599327
1.4816104,-0.19193807,-1.0118822,-1.1837729,-0.14908454
-5.6559625,-1.1548845,5.030203,6.517644,-0.35228726
-16.858522,18.65269,10.839826,15.117081,0.0634236
5.423141,-0.6618838,0.813269,4.6475887,0.10774811
-1.9146188,0.694774,1.7208462,0.63565195,-1.5344704
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-12.426046,11.871108,9.462986,2.3011346,-3.3389647
1.0253179,-0.16318265,-0.9011894,-0.9029994,0.046820454
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4799813,-0.20943367,-1.0260508,-1.2363592,-0.1331478
-1.31059,1.8438303,-0.011408092,2.4307535,-0.47166
1.4837445,-0.19387263,-1.0071626,-1.2215683,-0.112654544
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
0.2086874,-0.38771227,-0.67788094,-0.70063156,-0.25265875
-11.313062,-11.563497,13.662161,-3.6524358,-11.335139
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4352185,-0.16830748,-0.9303736,-1.0767212,-0.09050728
1.2493219,-0.20912024,-0.94575065,-1.0865347,-0.07463486
-1.627791,2.0549285,1.1416521,6.2697544,5.973344
1.4863845,-0.23325306,-1.0635301,-1.1903604,-0.13089952
1.4816104,-0.19193807,-1.0118822,-1.1837729,-0.14908454
1.1576792,-0.14639604,-0.91147286,-0.97902656,0.012702577
0.8940569,-0.8175482,-1.1259468,-1.6631047,-0.2326349
-4.0093875,4.5103555,2.85119,11.416315,8.6558485
-3.3157394,-1.4925933,3.2213013,10.185957,-3.887243
1.8783773,0.6197865,-1.6176978,-0.9156432,-0.59154326
-10.66791,5.387782,4.2691975,11.5123,-0.5244888
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4832448,-0.1896719,-1.0084879,-1.1983244,-0.13572222
1.1904919,-0.08288294,-1.0123347,-1.17327,0.10077935
1.4944067,-0.19874045,-1.016312,-1.2331474,-0.112188585
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.1556855,-0.084209055,-0.8833356,-1.00534,0.04865264
1.2529037,-0.46707118,-0.9996468,-1.4869047,-0.12397569
-7.7755427,2.5155163,4.792074,7.1769547,0.4247323
-0.33425212,-0.60326904,-0.86618507,-0.9337944,-0.92775315
-5.8851547,-0.59200275,5.641159,7.2805595,0.08356836
-3.1311102,2.3419235,5.321318,1.7136952,-5.8050046
1.4816104,-0.19193807,-1.0118822,-1.1837729,-0.14908454
1.4033643,-0.0014627315,-1.0017195,-0.9028598,0.005835198
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-4.2709093,0.95520306,1.5085633,5.0251284,-1.6796235
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.0105766,-0.15795895,-0.89480287,-0.9030316,0.053499065
-4.432175,4.2859635,3.1977193,11.828577,8.89372
-1.9161981,2.8459828,-0.5776119,-1.91755,-3.1329155
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
1.4769065,-0.20562857,-1.0229709,-1.2194829,-0.13984823
1.4816104,-0.19193807,-1.0118822,-1.1837729,-0.14908454
1.4944067,-0.19874045,-1.016312,-1.2331474,-0.112188585
1.4941638,-0.19509295,-1.0153629,-1.233337,-0.11383752
-16.780622,-21.92143,12.552006,-6.629705,-15.123434
-6.6536727,6.084958,3.0603158,10.694765,3.1001992
0.17735563,0.22466998,-0.34017712,0.22743124,0.3099579
-4.6251,4.5820594,3.1239088,12.034345,8.754472
0.9847523,-0.13763246,-0.949717,-0.1274372,0.28268233
-7.0420985,3.9548686,0.82469624,5.9060583,-2.265349
1.4926335,-0.22482735,-1.0635136,-1.1965891,-0.122624345
1.4716191,-0.20215747,-1.0270598,-1.2011538,-0.1494093
-1.9767729,1.7573253,0.046358302,1.6716343,-0.3133326
